sample_id,feature_path,aux_feature_path,violence,self_harm,nsfw,split,source,group_id,media_type,n_frames,feature_dim,aux_dim
ucf101_f73ed5d1a4a7,/kaggle/working/artifacts/features/temporal_train/ucf101_f73ed5d1a4a7.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_f73ed5d1a4a7.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g10_c04,video,64,768,4
ucf101_7232eae488b6,/kaggle/working/artifacts/features/temporal_train/ucf101_7232eae488b6.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_7232eae488b6.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g11_c01,video,64,768,4
ucf101_6e72e9048341,/kaggle/working/artifacts/features/temporal_train/ucf101_6e72e9048341.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_6e72e9048341.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g11_c02,video,64,768,4
ucf101_463bc5e9b723,/kaggle/working/artifacts/features/temporal_train/ucf101_463bc5e9b723.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_463bc5e9b723.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g12_c01,video,64,768,4
ucf101_adcc6516dc7c,/kaggle/working/artifacts/features/temporal_train/ucf101_adcc6516dc7c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_adcc6516dc7c.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g12_c02,video,64,768,4
ucf101_b66fa8a5058d,/kaggle/working/artifacts/features/temporal_train/ucf101_b66fa8a5058d.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_b66fa8a5058d.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g12_c03,video,64,768,4
ucf101_63613a85d2ca,/kaggle/working/artifacts/features/temporal_train/ucf101_63613a85d2ca.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_63613a85d2ca.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g12_c04,video,64,768,4
ucf101_866eb37cd5f9,/kaggle/working/artifacts/features/temporal_train/ucf101_866eb37cd5f9.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_866eb37cd5f9.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g13_c02,video,64,768,4
ucf101_2269e93fe91e,/kaggle/working/artifacts/features/temporal_train/ucf101_2269e93fe91e.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_2269e93fe91e.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g14_c01,video,64,768,4
ucf101_efb1b1a6500a,/kaggle/working/artifacts/features/temporal_train/ucf101_efb1b1a6500a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_efb1b1a6500a.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g15_c01,video,64,768,4
ucf101_9ae05047e007,/kaggle/working/artifacts/features/temporal_train/ucf101_9ae05047e007.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_9ae05047e007.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g15_c02,video,64,768,4
ucf101_cd928788010f,/kaggle/working/artifacts/features/temporal_train/ucf101_cd928788010f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_cd928788010f.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g15_c04,video,64,768,4
ucf101_ebcbfce2beb1,/kaggle/working/artifacts/features/temporal_train/ucf101_ebcbfce2beb1.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_ebcbfce2beb1.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g15_c05,video,64,768,4
ucf101_940755420932,/kaggle/working/artifacts/features/temporal_train/ucf101_940755420932.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_940755420932.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g16_c01,video,64,768,4
ucf101_76684a35a84c,/kaggle/working/artifacts/features/temporal_train/ucf101_76684a35a84c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_76684a35a84c.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g16_c04,video,64,768,4
ucf101_41d7dc545cbc,/kaggle/working/artifacts/features/temporal_train/ucf101_41d7dc545cbc.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_41d7dc545cbc.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g17_c02,video,64,768,4
ucf101_107479e970ae,/kaggle/working/artifacts/features/temporal_train/ucf101_107479e970ae.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_107479e970ae.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g17_c03,video,64,768,4
ucf101_1d66c07e1d12,/kaggle/working/artifacts/features/temporal_train/ucf101_1d66c07e1d12.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_1d66c07e1d12.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g17_c04,video,64,768,4
ucf101_563543c727ec,/kaggle/working/artifacts/features/temporal_train/ucf101_563543c727ec.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_563543c727ec.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g18_c01,video,64,768,4
ucf101_b8f58c871e05,/kaggle/working/artifacts/features/temporal_train/ucf101_b8f58c871e05.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_b8f58c871e05.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g18_c04,video,64,768,4
ucf101_da1369ecfb22,/kaggle/working/artifacts/features/temporal_train/ucf101_da1369ecfb22.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_da1369ecfb22.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g19_c01,video,64,768,4
ucf101_58d71b76455f,/kaggle/working/artifacts/features/temporal_train/ucf101_58d71b76455f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_58d71b76455f.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g19_c02,video,64,768,4
ucf101_b7c476e4aab7,/kaggle/working/artifacts/features/temporal_train/ucf101_b7c476e4aab7.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_b7c476e4aab7.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g19_c03,video,64,768,4
ucf101_734ff76943fe,/kaggle/working/artifacts/features/temporal_train/ucf101_734ff76943fe.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_734ff76943fe.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g20_c03,video,64,768,4
ucf101_9235557489b5,/kaggle/working/artifacts/features/temporal_train/ucf101_9235557489b5.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_9235557489b5.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g20_c04,video,64,768,4
ucf101_0a9aab6eb3cc,/kaggle/working/artifacts/features/temporal_train/ucf101_0a9aab6eb3cc.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0a9aab6eb3cc.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g21_c01,video,64,768,4
ucf101_c2e7e781c472,/kaggle/working/artifacts/features/temporal_train/ucf101_c2e7e781c472.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_c2e7e781c472.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g21_c02,video,64,768,4
ucf101_84c668f21839,/kaggle/working/artifacts/features/temporal_train/ucf101_84c668f21839.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_84c668f21839.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g22_c01,video,64,768,4
ucf101_86bbfbad3aa3,/kaggle/working/artifacts/features/temporal_train/ucf101_86bbfbad3aa3.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_86bbfbad3aa3.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g22_c03,video,64,768,4
ucf101_4e2a7741fd7c,/kaggle/working/artifacts/features/temporal_train/ucf101_4e2a7741fd7c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_4e2a7741fd7c.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g22_c04,video,64,768,4
ucf101_d9e89071522f,/kaggle/working/artifacts/features/temporal_train/ucf101_d9e89071522f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d9e89071522f.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g22_c05,video,64,768,4
ucf101_f45d10a4b068,/kaggle/working/artifacts/features/temporal_train/ucf101_f45d10a4b068.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_f45d10a4b068.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g22_c06,video,64,768,4
ucf101_0e2e4710150f,/kaggle/working/artifacts/features/temporal_train/ucf101_0e2e4710150f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0e2e4710150f.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g22_c07,video,64,768,4
ucf101_92cc0d5effa8,/kaggle/working/artifacts/features/temporal_train/ucf101_92cc0d5effa8.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_92cc0d5effa8.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g23_c01,video,64,768,4
ucf101_0b89e082bb73,/kaggle/working/artifacts/features/temporal_train/ucf101_0b89e082bb73.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0b89e082bb73.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g23_c02,video,64,768,4
ucf101_4d1b79e6791b,/kaggle/working/artifacts/features/temporal_train/ucf101_4d1b79e6791b.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_4d1b79e6791b.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g23_c04,video,64,768,4
ucf101_c1ec8188f6d4,/kaggle/working/artifacts/features/temporal_train/ucf101_c1ec8188f6d4.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_c1ec8188f6d4.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g24_c01,video,64,768,4
ucf101_6c9da66e3e86,/kaggle/working/artifacts/features/temporal_train/ucf101_6c9da66e3e86.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_6c9da66e3e86.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g24_c02,video,64,768,4
ucf101_3821e4634ff3,/kaggle/working/artifacts/features/temporal_train/ucf101_3821e4634ff3.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_3821e4634ff3.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g24_c03,video,64,768,4
ucf101_3bd9c5d02131,/kaggle/working/artifacts/features/temporal_train/ucf101_3bd9c5d02131.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_3bd9c5d02131.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g24_c04,video,64,768,4
ucf101_e49feb6b791f,/kaggle/working/artifacts/features/temporal_train/ucf101_e49feb6b791f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_e49feb6b791f.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g24_c05,video,64,768,4
ucf101_fd413d10ef0d,/kaggle/working/artifacts/features/temporal_train/ucf101_fd413d10ef0d.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_fd413d10ef0d.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g25_c01,video,64,768,4
ucf101_6503b4ee6eb9,/kaggle/working/artifacts/features/temporal_train/ucf101_6503b4ee6eb9.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_6503b4ee6eb9.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g25_c02,video,64,768,4
ucf101_a29231653f00,/kaggle/working/artifacts/features/temporal_train/ucf101_a29231653f00.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_a29231653f00.npy,0,0,0,train,ucf101,ucf101:applylipstick/v_applylipstick_g25_c04,video,64,768,4
ucf101_4ee9b304c087,/kaggle/working/artifacts/features/temporal_train/ucf101_4ee9b304c087.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_4ee9b304c087.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g08_c01,video,64,768,4
ucf101_18458f3be2bf,/kaggle/working/artifacts/features/temporal_train/ucf101_18458f3be2bf.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_18458f3be2bf.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g08_c02,video,64,768,4
ucf101_32db0fc54ceb,/kaggle/working/artifacts/features/temporal_train/ucf101_32db0fc54ceb.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_32db0fc54ceb.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g08_c03,video,64,768,4
ucf101_3f0ed3b77dec,/kaggle/working/artifacts/features/temporal_train/ucf101_3f0ed3b77dec.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_3f0ed3b77dec.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g08_c04,video,64,768,4
ucf101_4313f881d0a3,/kaggle/working/artifacts/features/temporal_train/ucf101_4313f881d0a3.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_4313f881d0a3.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g09_c03,video,64,768,4
ucf101_b7c0ebf243a4,/kaggle/working/artifacts/features/temporal_train/ucf101_b7c0ebf243a4.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_b7c0ebf243a4.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g09_c04,video,64,768,4
ucf101_6c3ffb1cf1a5,/kaggle/working/artifacts/features/temporal_train/ucf101_6c3ffb1cf1a5.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_6c3ffb1cf1a5.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g09_c07,video,64,768,4
ucf101_51170f6e50f6,/kaggle/working/artifacts/features/temporal_train/ucf101_51170f6e50f6.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_51170f6e50f6.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g10_c01,video,64,768,4
ucf101_d4beaeb60c2c,/kaggle/working/artifacts/features/temporal_train/ucf101_d4beaeb60c2c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d4beaeb60c2c.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g10_c03,video,64,768,4
ucf101_d889e4a6f93f,/kaggle/working/artifacts/features/temporal_train/ucf101_d889e4a6f93f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d889e4a6f93f.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g10_c04,video,64,768,4
ucf101_751d6b6cafa8,/kaggle/working/artifacts/features/temporal_train/ucf101_751d6b6cafa8.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_751d6b6cafa8.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g10_c05,video,64,768,4
ucf101_0981b87dc99e,/kaggle/working/artifacts/features/temporal_train/ucf101_0981b87dc99e.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0981b87dc99e.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g11_c01,video,64,768,4
ucf101_49eb827e14c5,/kaggle/working/artifacts/features/temporal_train/ucf101_49eb827e14c5.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_49eb827e14c5.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g11_c03,video,64,768,4
ucf101_9de175c347f4,/kaggle/working/artifacts/features/temporal_train/ucf101_9de175c347f4.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_9de175c347f4.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g11_c06,video,64,768,4
ucf101_c5e272fde3dc,/kaggle/working/artifacts/features/temporal_train/ucf101_c5e272fde3dc.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_c5e272fde3dc.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g11_c07,video,64,768,4
ucf101_81b81b0c0600,/kaggle/working/artifacts/features/temporal_train/ucf101_81b81b0c0600.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_81b81b0c0600.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g12_c01,video,64,768,4
ucf101_3b5f0a8e2c54,/kaggle/working/artifacts/features/temporal_train/ucf101_3b5f0a8e2c54.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_3b5f0a8e2c54.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g12_c02,video,64,768,4
ucf101_81e43ec08af3,/kaggle/working/artifacts/features/temporal_train/ucf101_81e43ec08af3.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_81e43ec08af3.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g13_c01,video,64,768,4
ucf101_fc924f4cb141,/kaggle/working/artifacts/features/temporal_train/ucf101_fc924f4cb141.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_fc924f4cb141.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g13_c02,video,64,768,4
ucf101_21eb25056083,/kaggle/working/artifacts/features/temporal_train/ucf101_21eb25056083.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_21eb25056083.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g13_c04,video,64,768,4
ucf101_0da52654e6bc,/kaggle/working/artifacts/features/temporal_train/ucf101_0da52654e6bc.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0da52654e6bc.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g13_c05,video,64,768,4
ucf101_b8531624c98d,/kaggle/working/artifacts/features/temporal_train/ucf101_b8531624c98d.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_b8531624c98d.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g13_c06,video,64,768,4
ucf101_19a24ad2755f,/kaggle/working/artifacts/features/temporal_train/ucf101_19a24ad2755f.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_19a24ad2755f.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g13_c07,video,64,768,4
ucf101_67c82903cb36,/kaggle/working/artifacts/features/temporal_train/ucf101_67c82903cb36.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_67c82903cb36.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g14_c01,video,64,768,4
ucf101_681bc0956d5c,/kaggle/working/artifacts/features/temporal_train/ucf101_681bc0956d5c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_681bc0956d5c.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g14_c02,video,64,768,4
ucf101_306fc46f8976,/kaggle/working/artifacts/features/temporal_train/ucf101_306fc46f8976.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_306fc46f8976.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g15_c03,video,64,768,4
ucf101_ac2faddc860c,/kaggle/working/artifacts/features/temporal_train/ucf101_ac2faddc860c.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_ac2faddc860c.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g15_c04,video,64,768,4
ucf101_607a48deaf53,/kaggle/working/artifacts/features/temporal_train/ucf101_607a48deaf53.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_607a48deaf53.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g15_c05,video,64,768,4
ucf101_70748b34cc77,/kaggle/working/artifacts/features/temporal_train/ucf101_70748b34cc77.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_70748b34cc77.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g15_c06,video,64,768,4
ucf101_6b53a80f3111,/kaggle/working/artifacts/features/temporal_train/ucf101_6b53a80f3111.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_6b53a80f3111.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g15_c07,video,64,768,4
ucf101_2fcb14878683,/kaggle/working/artifacts/features/temporal_train/ucf101_2fcb14878683.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_2fcb14878683.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g16_c02,video,64,768,4
ucf101_0bd2310d9bae,/kaggle/working/artifacts/features/temporal_train/ucf101_0bd2310d9bae.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0bd2310d9bae.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g16_c03,video,64,768,4
ucf101_d788380b2c3a,/kaggle/working/artifacts/features/temporal_train/ucf101_d788380b2c3a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_d788380b2c3a.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g17_c02,video,64,768,4
ucf101_1b40a985b263,/kaggle/working/artifacts/features/temporal_train/ucf101_1b40a985b263.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_1b40a985b263.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g17_c03,video,64,768,4
ucf101_84f19c2721be,/kaggle/working/artifacts/features/temporal_train/ucf101_84f19c2721be.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_84f19c2721be.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g17_c04,video,64,768,4
ucf101_4ba8603171f8,/kaggle/working/artifacts/features/temporal_train/ucf101_4ba8603171f8.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_4ba8603171f8.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g18_c02,video,64,768,4
ucf101_ce147b3a72e0,/kaggle/working/artifacts/features/temporal_train/ucf101_ce147b3a72e0.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_ce147b3a72e0.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g18_c04,video,64,768,4
ucf101_faf6e27ea749,/kaggle/working/artifacts/features/temporal_train/ucf101_faf6e27ea749.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_faf6e27ea749.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g18_c05,video,64,768,4
ucf101_35bb63c15c6b,/kaggle/working/artifacts/features/temporal_train/ucf101_35bb63c15c6b.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_35bb63c15c6b.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g18_c07,video,64,768,4
ucf101_91633dfc39a8,/kaggle/working/artifacts/features/temporal_train/ucf101_91633dfc39a8.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_91633dfc39a8.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g19_c01,video,64,768,4
ucf101_6c78b0f9ceb5,/kaggle/working/artifacts/features/temporal_train/ucf101_6c78b0f9ceb5.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_6c78b0f9ceb5.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g19_c04,video,64,768,4
ucf101_60fcda83d221,/kaggle/working/artifacts/features/temporal_train/ucf101_60fcda83d221.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_60fcda83d221.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g20_c01,video,64,768,4
ucf101_0b9d0a26e548,/kaggle/working/artifacts/features/temporal_train/ucf101_0b9d0a26e548.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_0b9d0a26e548.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g20_c02,video,64,768,4
ucf101_eeae5018e9dc,/kaggle/working/artifacts/features/temporal_train/ucf101_eeae5018e9dc.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_eeae5018e9dc.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g20_c03,video,64,768,4
ucf101_8337b558f738,/kaggle/working/artifacts/features/temporal_train/ucf101_8337b558f738.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_8337b558f738.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g20_c05,video,64,768,4
ucf101_fa07e5e80355,/kaggle/working/artifacts/features/temporal_train/ucf101_fa07e5e80355.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_fa07e5e80355.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g20_c06,video,64,768,4
ucf101_16389cd4650a,/kaggle/working/artifacts/features/temporal_train/ucf101_16389cd4650a.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_16389cd4650a.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g21_c01,video,64,768,4
ucf101_b0952586882d,/kaggle/working/artifacts/features/temporal_train/ucf101_b0952586882d.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_b0952586882d.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g22_c01,video,64,768,4
ucf101_12260dd19aa1,/kaggle/working/artifacts/features/temporal_train/ucf101_12260dd19aa1.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_12260dd19aa1.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g22_c03,video,64,768,4
ucf101_cb7afdd04649,/kaggle/working/artifacts/features/temporal_train/ucf101_cb7afdd04649.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_cb7afdd04649.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g22_c05,video,64,768,4
ucf101_f6d24787a9b9,/kaggle/working/artifacts/features/temporal_train/ucf101_f6d24787a9b9.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_f6d24787a9b9.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g23_c01,video,64,768,4
ucf101_e45f5d461468,/kaggle/working/artifacts/features/temporal_train/ucf101_e45f5d461468.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_e45f5d461468.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g23_c03,video,64,768,4
ucf101_33a01eed8598,/kaggle/working/artifacts/features/temporal_train/ucf101_33a01eed8598.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_33a01eed8598.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g23_c05,video,64,768,4
ucf101_2153c355e992,/kaggle/working/artifacts/features/temporal_train/ucf101_2153c355e992.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_2153c355e992.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g23_c07,video,64,768,4
ucf101_f9781cc496d9,/kaggle/working/artifacts/features/temporal_train/ucf101_f9781cc496d9.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_f9781cc496d9.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g24_c02,video,64,768,4
ucf101_7abb7a02a1f8,/kaggle/working/artifacts/features/temporal_train/ucf101_7abb7a02a1f8.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_7abb7a02a1f8.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g24_c04,video,64,768,4
ucf101_a74108a14cf2,/kaggle/working/artifacts/features/temporal_train/ucf101_a74108a14cf2.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_a74108a14cf2.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g24_c05,video,64,768,4
ucf101_ec69bcd3ec12,/kaggle/working/artifacts/features/temporal_train/ucf101_ec69bcd3ec12.npy,/kaggle/working/artifacts/aux_features/temporal_train/ucf101_ec69bcd3ec12.npy,0,0,0,train,ucf101,ucf101:archery/v_archery_g25_c03,video,64,768,4
